UniversalTimestamp;LocalTimestamp;EDA
636922101838243429;30.04.2019 10:36:23;352
636922101838734918;30.04.2019 10:36:23;354
636922101839266452;30.04.2019 10:36:23;353
636922101839758936;30.04.2019 10:36:23;354
636922101840251101;30.04.2019 10:36:24;355
636922101840741872;30.04.2019 10:36:24;354
636922101841274152;30.04.2019 10:36:24;355
636922101841758415;30.04.2019 10:36:24;357
636922101842257102;30.04.2019 10:36:24;356
636922101842789645;30.04.2019 10:36:24;356
636922101843281059;30.04.2019 10:36:24;357
636922101843772628;30.04.2019 10:36:24;357
636922101844264491;30.04.2019 10:36:24;359
636922101844795945;30.04.2019 10:36:24;358
636922101845288115;30.04.2019 10:36:24;359
636922101845779602;30.04.2019 10:36:24;359
636922101846312449;30.04.2019 10:36:24;360
636922101846803570;30.04.2019 10:36:24;360
636922101847295111;30.04.2019 10:36:24;361
636922101847786625;30.04.2019 10:36:24;362
636922101848318849;30.04.2019 10:36:24;361
636922101848811643;30.04.2019 10:36:24;362
636922101849302115;30.04.2019 10:36:24;363
636922101849834356;30.04.2019 10:36:24;362
636922101850325878;30.04.2019 10:36:25;363
636922101850817713;30.04.2019 10:36:25;362
636922101851309177;30.04.2019 10:36:25;363
636922101851841296;30.04.2019 10:36:25;364
636922101852332433;30.04.2019 10:36:25;363
636922101852824878;30.04.2019 10:36:25;363
636922101853355947;30.04.2019 10:36:25;364
636922101853848331;30.04.2019 10:36:25;362
636922101854340127;30.04.2019 10:36:25;363
636922101854831580;30.04.2019 10:36:25;363
636922101855363865;30.04.2019 10:36:25;362
636922101855854983;30.04.2019 10:36:25;362
636922101856346488;30.04.2019 10:36:25;363
636922101856878638;30.04.2019 10:36:25;362
636922101857367636;30.04.2019 10:36:25;362
636922101857862450;30.04.2019 10:36:25;364
636922101858347314;30.04.2019 10:36:25;362
636922101858886301;30.04.2019 10:36:25;362
636922101859377181;30.04.2019 10:36:25;363
636922101859869348;30.04.2019 10:36:25;362
636922101860400922;30.04.2019 10:36:26;362
636922101860892690;30.04.2019 10:36:26;363
636922101861384157;30.04.2019 10:36:26;362
636922101861876408;30.04.2019 10:36:26;361
636922101862408513;30.04.2019 10:36:26;361
636922101862900982;30.04.2019 10:36:26;361
636922101863392269;30.04.2019 10:36:26;360
636922101863924081;30.04.2019 10:36:26;360
636922101864415766;30.04.2019 10:36:26;359
636922101864907280;30.04.2019 10:36:26;359
636922101865399132;30.04.2019 10:36:26;358
636922101865930373;30.04.2019 10:36:26;358
636922101866421947;30.04.2019 10:36:26;357
636922101866914769;30.04.2019 10:36:26;358
636922101867445946;30.04.2019 10:36:26;356
636922101867938718;30.04.2019 10:36:26;355
636922101868429893;30.04.2019 10:36:26;355
636922101868921487;30.04.2019 10:36:26;354
636922101869453618;30.04.2019 10:36:26;353
636922101869945198;30.04.2019 10:36:26;354
636922101870436246;30.04.2019 10:36:27;352
