	ParticipantId	PointClick_task_time_	PointClick_mouse_dist_	PointClick_speed_mean_	PointClick_speed_sd_	PointClick_pos_accel_mean	PointClick_pos_accel_sd	PointClick_neg_accel_mean	PointClick_neg_accel_sd	PointClick_pos_jerk_mean	PointClick_pos_jerk_sd	PointClick_neg_jerk_mean	PointClick_neg_jerk_sd	PointClick_pos_snap_mean	PointClick_pos_snap_sd	PointClick_neg_snap_mean	PointClick_neg_snap_sd	PointClick_angle_mean_	PointClick_angle_sd_	PointClick_x_flips_	PointClick_y_flips_	PointClick_total_dev_ideal_line_	PointClick_mean_dev_ideal_line_	PointClick_sd_dev_ideal_line_	PointClick_num_trials	DragDrop_task_time_	DragDrop_mouse_dist_	DragDrop_speed_mean_	DragDrop_speed_sd_	DragDrop_pos_accel_mean	DragDrop_pos_accel_sd	DragDrop_neg_accel_mean	DragDrop_neg_accel_sd	DragDrop_pos_jerk_mean	DragDrop_pos_jerk_sd	DragDrop_neg_jerk_mean	DragDrop_neg_jerk_sd	DragDrop_pos_snap_mean	DragDrop_pos_snap_sd	DragDrop_neg_snap_mean	DragDrop_neg_snap_sd	DragDrop_angle_mean_	DragDrop_angle_sd_	DragDrop_x_flips_	DragDrop_y_flips_	DragDrop_total_dev_ideal_line_	DragDrop_mean_dev_ideal_line_	DragDrop_sd_dev_ideal_line_	DragDrop_num_trials	DragDrop_num_drags	Drawing_task_time_	Drawing_mouse_dist_	Drawing_speed_mean_	Drawing_speed_sd_	Drawing_pos_accel_mean	Drawing_pos_accel_sd	Drawing_neg_accel_mean	Drawing_neg_accel_sd	Drawing_pos_jerk_mean	Drawing_pos_jerk_sd	Drawing_neg_jerk_mean	Drawing_neg_jerk_sd	Drawing_pos_snap_mean	Drawing_pos_snap_sd	Drawing_neg_snap_mean	Drawing_neg_snap_sd	Drawing_angle_mean_	Drawing_angle_sd_	Drawing_x_flips_	Drawing_y_flips_	Drawing_total_dev_ideal_line_	Drawing_mean_dev_ideal_line_	Drawing_sd_dev_ideal_line_	Drawing_num_drawings	Drawing_par_index	condition	FollowBox_mouse_dist_	FollowBox_speed_mean_	FollowBox_speed_sd_	FollowBox_pos_accel_mean	FollowBox_pos_accel_sd	FollowBox_neg_accel_mean	FollowBox_neg_accel_sd	FollowBox_pos_jerk_mean	FollowBox_pos_jerk_sd	FollowBox_neg_jerk_mean	FollowBox_neg_jerk_sd	FollowBox_pos_snap_mean	FollowBox_pos_snap_sd	FollowBox_neg_snap_mean	FollowBox_neg_snap_sd	FollowBox_angle_mean_	FollowBox_angle_sd_	FollowBox_x_flips_	FollowBox_y_flips_	FollowBox_in_box_ratio	LoadingTask_mouse_dist_	LoadingTask_speed_mean_	LoadingTask_speed_sd_	LoadingTask_pos_accel_mean	LoadingTask_pos_accel_sd	LoadingTask_neg_accel_mean	LoadingTask_neg_accel_sd	LoadingTask_pos_jerk_mean	LoadingTask_pos_jerk_sd	LoadingTask_neg_jerk_mean	LoadingTask_neg_jerk_sd	LoadingTask_pos_snap_mean	LoadingTask_pos_snap_sd	LoadingTask_neg_snap_mean	LoadingTask_neg_snap_sd	LoadingTask_angle_mean_	LoadingTask_angle_sd_	LoadingTask_x_flips_	LoadingTask_y_flips_	LoadingTask_movement	PatternTyping_Writing_time_mean	PatternTyping_Writing_time_sd	PatternTyping_Chars_tpd_mean	PatternTyping_Chars_tpd_sd	PatternTyping_Time_p_Keystr_mean	PatternTyping_Time_p_Keystr_sd	PatternTyping_Time_p_keystr_no_Bcksp_mean	PatternTyping_Time_p_keystr_no_Bcksp_sd	PatternTyping_Corr_time_mean	PatternTyping_Corr_time_sd	PatternTyping_time_spent_corr_mean	PatternTyping_time_spent_corr_sd	PatternTyping_Bckspce_presses_mean	PatternTyping_Bckspce_presses_sd	PatternTyping_Dwelltime_Mean_mean	PatternTyping_Dwelltime_Mean_sd	PatternTyping_Dwelltime_Median_mean	PatternTyping_Dwelltime_Median_sd	PatternTyping_Dwelltime_SD_mean	PatternTyping_Dwelltime_SD_sd	PatternTyping_1_keyspushed_mean	PatternTyping_1_keyspushed_sd	PatternTyping_0_keyspushed_mean	PatternTyping_0_keyspushed_sd	PatternTyping_Latency_mean_mean	PatternTyping_Latency_mean_sd	PatternTyping_Latency_median_mean	PatternTyping_Latency_median_sd	PatternTyping_latency_std_mean	PatternTyping_latency_std_sd	PatternTyping_down_down_mean_mean	PatternTyping_down_down_mean_sd	PatternTyping_down_down_median_mean	PatternTyping_down_down_median_sd	PatternTyping_down_down_sd_mean	PatternTyping_down_down_sd_sd	PatternTyping_up_up_mean_mean	PatternTyping_up_up_mean_sd	PatternTyping_up_up_median_mean	PatternTyping_up_up_median_sd	PatternTyping_up_up_sd_mean	PatternTyping_up_up_sd_sd	PatternTyping_writing_trials	PatternTyping_incomplete_trials
50	X5mfB1vgISTp6cagPLnp0zyh4EI2_HS	26700.0	8892.724	333.061	601.609	7.575	16.123	-7.03	15.427	0.05	0.107	-0.051	0.11	0.477	0.849	-0.59	1.339	8.249	18.655	34.0	32.0	17731.138	13.057	13.62	25.0	33525.0	18355.111	547.505	889.088	9.777	19.307	-9.347	17.939	0.069	0.144	-0.068	0.151	0.607	1.036	-0.775	1.734	7.196	17.715	34.0	35.0	23258.572	13.869	16.452	14.0	14.0	39795.0	6175.021	155.171	137.334	3.092	3.757	-3.116	3.702	0.032	0.039	-0.032	0.038	0.277	0.306	-0.312	0.378	7.978	14.126	11.0	20.0	7563.817	3.602	2.871	11.0	26.0	0.0	9001.958	291.326	286.033	7.23	8.891	-7.295	8.7	0.052	0.067	-0.052	0.067	0.474	0.502	-0.613	0.797	3.044	12.857	9.0	25.0	0.712	409.75	82.279	163.581	1.617	4.113	-1.567	4.596	0.018	0.043	-0.018	0.041	0.154	0.367	-0.181	0.386	7.335	18.23	7.0	3.0	1.0	3.758	0.817	6.0	0.0	0.626	0.136	0.626	0.136	0.0	0.0	0.0	0.0	0.0	0.0	68.943	9.563	70.143	9.156	9.924	3.495	0.095	0.02	0.905	0.02	682.6	158.969	651.429	170.693	297.814	42.112	751.543	163.329	720.0	172.749	300.732	44.683	791.714	202.574	750.429	203.927	267.763	55.234	7.0	0.0
51	X5mfB1vgISTp6cagPLnp0zyh4EI2_LS	26925.0	8391.398	311.658	596.393	6.596	14.665	-6.529	16.369	0.052	0.13	-0.05	0.113	0.442	0.887	-0.537	1.388	8.856	19.631	40.0	32.0	18699.325	13.862	15.17	23.0	48270.0	29776.373	616.871	1053.55	11.054	20.642	-11.178	22.737	0.078	0.164	-0.078	0.158	0.687	1.154	-0.883	1.901	7.892	16.878	67.0	49.0	47941.725	22.571	35.805	14.0	19.0	34080.0	6082.508	178.477	186.779	3.502	5.193	-3.513	5.121	0.036	0.052	-0.035	0.052	0.305	0.388	-0.344	0.541	7.881	15.658	15.0	18.0	5751.123	3.249	3.282	11.0	26.0	1.0	8823.432	283.484	302.091	7.137	10.035	-7.113	9.244	0.052	0.072	-0.052	0.069	0.476	0.565	-0.586	0.848	2.813	12.698	9.0	25.0	0.712	8.108	7.613	35.817	0.004	0.001	-0.439	1.649	0.002	0.008	-0.001	0.003	0.018	0.075	-0.011	0.058	0.2	1.401	0.0	0.0	1.0	4.33	1.24	6.286	0.7	0.684	0.165	0.66	0.162	0.286	0.7	0.046	0.112	0.143	0.35	73.939	3.885	72.857	5.222	14.323	2.109	0.097	0.028	0.903	0.028	741.057	194.322	647.571	133.688	363.879	171.055	814.996	194.981	711.714	137.754	366.619	170.939	877.75	232.078	850.857	233.112	363.942	191.464	7.0	0.0
52	ZC0eNp7u2sPw1YpHC2bH1PPUMYH3_HS	23100.0	8928.153	386.5	593.974	7.094	13.71	-7.134	11.714	0.054	0.089	-0.054	0.093	0.474	0.685	-0.588	1.066	8.505	19.448	34.0	24.0	14837.191	11.766	16.302	25.0	33360.0	19342.037	579.797	747.452	8.303	13.703	-8.086	13.337	0.07	0.126	-0.072	0.127	0.599	0.899	-0.715	1.359	7.289	15.653	29.0	36.0	17100.638	9.948	11.223	14.0	15.0	36105.0	6238.524	172.788	125.538	2.897	3.217	-2.974	3.4	0.036	0.041	-0.035	0.039	0.29	0.305	-0.326	0.37	7.929	15.564	15.0	18.0	6396.409	3.439	2.475	11.0	27.0	0.0	8780.69	282.383	181.562	4.325	4.632	-4.341	4.665	0.043	0.049	-0.043	0.047	0.362	0.365	-0.422	0.486	2.144	12.27	11.0	18.0	0.794	399.184	71.925	171.203	1.662	5.201	-1.574	4.737	0.017	0.045	-0.016	0.047	0.149	0.378	-0.165	0.46	5.462	19.05	5.0	7.0	1.0	3.649	1.096	6.286	0.7	0.575	0.139	0.568	0.134	0.149	0.364	0.027	0.066	0.143	0.35	72.708	23.448	73.571	29.553	15.669	11.234	0.115	0.037	0.885	0.037	592.079	87.088	501.571	98.575	400.821	103.995	648.98	95.846	551.571	111.95	405.26	104.046	698.095	167.789	590.357	154.924	376.783	133.511	7.0	0.0
53	ZC0eNp7u2sPw1YpHC2bH1PPUMYH3_LS	21225.0	8255.928	388.972	652.723	8.025	19.798	-7.516	18.562	0.061	0.183	-0.06	0.177	0.509	1.082	-0.641	2.168	8.035	17.906	34.0	24.0	11974.92	11.016	13.979	25.0	36225.0	22861.374	631.094	789.297	9.511	16.36	-9.426	15.972	0.082	0.144	-0.081	0.144	0.674	1.015	-0.837	1.579	7.413	15.762	30.0	35.0	32659.406	18.631	36.081	14.0	17.0	49170.0	6826.16	138.828	115.496	2.901	3.78	-2.855	3.691	0.032	0.04	-0.032	0.039	0.27	0.306	-0.301	0.382	9.006	16.607	29.0	24.0	5552.716	2.116	1.98	11.0	27.0	1.0	9156.56	294.187	199.142	4.814	5.287	-4.915	5.483	0.046	0.052	-0.047	0.052	0.402	0.415	-0.451	0.512	3.473	13.176	11.0	21.0	0.692	2496.784	652.754	1262.013	12.222	29.712	-11.429	24.344	0.099	0.204	-0.084	0.195	0.764	1.637	-0.976	2.293	7.718	17.807	10.0	4.0	1.0	4.069	1.809	7.429	1.761	0.525	0.136	0.444	0.104	1.095	1.477	0.175	0.224	0.714	0.881	72.424	8.701	71.714	10.484	13.121	5.843	0.126	0.034	0.874	0.034	536.353	142.14	491.286	162.827	317.836	203.681	608.776	145.321	556.857	161.591	316.538	203.767	661.012	164.862	611.857	153.675	314.77	212.148	7.0	0.0
54	ZnI96HDrRZV9xNlfQxgTU0CeoDX2_HS	21495.0	5990.508	278.693	550.748	5.222	11.913	-5.107	11.212	0.038	0.076	-0.036	0.077	0.323	0.602	-0.402	0.896	6.635	18.749	26.0	24.0	9710.145	10.01	10.691	17.0	60045.0	37811.031	629.712	986.295	9.899	18.803	-9.786	19.216	0.074	0.157	-0.074	0.152	0.641	1.133	-0.775	1.72	7.433	18.617	79.0	78.0	30146.164	49.098	81.972	4.0	24.0	33270.0	10803.342	324.717	932.603	5.238	19.524	-5.328	17.593	0.045	0.127	-0.045	0.15	0.383	1.14	-0.447	1.449	7.494	17.754	23.0	26.0	14751.298	9.954	9.894	11.0	28.0	0.0	9022.044	289.307	256.428	4.257	5.5	-4.612	5.924	0.043	0.054	-0.042	0.054	0.343	0.39	-0.413	0.57	2.729	12.525	9.0	20.0	0.575	41.051	11.309	23.384	0.268	1.0	-0.26	0.895	0.003	0.009	-0.003	0.01	0.026	0.066	-0.038	0.12	2.868	11.494	1.0	1.0	1.0	6.648	2.972	7.143	2.1	0.902	0.123	0.846	0.112	1.045	1.716	0.1	0.159	0.571	1.05	139.293	8.277	140.714	13.381	23.387	5.488	0.133	0.013	0.867	0.013	917.527	113.331	839.857	114.285	409.097	236.127	1056.82	116.014	1001.286	106.148	402.336	238.792	1114.99	133.98	1046.786	123.036	413.582	249.527	7.0	0.0
55	ZnI96HDrRZV9xNlfQxgTU0CeoDX2_LS	27435.0	10649.497	388.172	1166.97	7.821	37.224	-7.752	34.08	0.062	0.303	-0.063	0.327	0.542	2.635	-0.649	3.145	7.504	20.325	47.0	31.0	49604.688	34.957	106.046	20.0	59790.0	38993.175	652.169	1037.834	10.094	19.098	-9.817	17.837	0.074	0.156	-0.074	0.16	0.604	1.018	-0.753	1.762	7.711	17.659	78.0	66.0	45638.101	65.572	144.762	5.0	26.0	28815.0	9406.104	326.431	590.045	4.276	8.838	-4.139	8.995	0.037	0.075	-0.038	0.074	0.303	0.57	-0.372	0.784	5.916	17.227	28.0	28.0	8795.871	8.137	9.643	11.0	28.0	1.0	8382.622	269.321	265.59	4.124	5.495	-4.159	5.46	0.039	0.053	-0.04	0.052	0.333	0.405	-0.377	0.519	2.89	10.93	8.0	21.0	0.559	63.229	43.456	128.964	1.178	4.218	-0.688	2.453	0.012	0.038	-0.012	0.042	0.111	0.365	-0.122	0.349	3.304	10.055	1.0	1.0	1.0	5.478	1.533	6.286	0.7	0.867	0.209	0.829	0.211	0.405	0.991	0.052	0.128	0.143	0.35	129.453	17.925	130.571	17.847	22.287	7.927	0.129	0.023	0.871	0.023	903.033	238.869	802.0	113.152	408.659	216.624	1032.486	247.19	945.286	113.272	404.253	220.308	1037.976	282.175	930.143	176.733	432.463	256.793	7.0	0.0
56	b8KoZn71FhOsv46MKFAlqdhTBXM2_HS	24555.0	8132.719	331.204	518.423	5.33	9.843	-4.764	9.152	0.043	0.084	-0.042	0.08	0.347	0.59	-0.417	0.873	6.846	18.039	34.0	22.0	12096.956	11.587	13.426	25.0	42540.0	25716.016	604.514	958.112	9.921	21.328	-8.868	18.97	0.081	0.207	-0.08	0.204	0.642	1.25	-0.799	2.28	7.109	14.674	44.0	33.0	30041.948	16.877	21.546	14.0	19.0	31230.0	10610.335	339.748	661.018	5.979	14.739	-5.767	13.205	0.05	0.104	-0.051	0.115	0.43	0.765	-0.502	1.226	7.129	14.995	25.0	24.0	46215.779	26.607	32.425	5.0	29.0	0.0	8519.613	273.987	180.996	3.912	4.255	-3.857	4.212	0.042	0.044	-0.043	0.046	0.354	0.349	-0.402	0.423	3.137	12.293	9.0	28.0	0.825	108.326	24.398	59.557	0.671	3.165	-0.658	3.426	0.008	0.039	-0.009	0.037	0.067	0.252	-0.079	0.419	2.767	11.68	3.0	2.0	1.0	4.271	1.748	6.0	0.0	0.712	0.291	0.712	0.291	0.0	0.0	0.0	0.0	0.0	0.0	66.114	7.57	67.429	6.925	7.385	1.629	0.086	0.025	0.914	0.025	788.0	345.718	623.286	272.92	524.387	393.082	854.114	349.635	683.429	273.634	525.132	393.72	921.607	430.589	811.5	259.023	535.35	396.529	7.0	0.0
57	b8KoZn71FhOsv46MKFAlqdhTBXM2_LS	23040.0	8881.895	385.499	621.532	7.165	13.334	-6.785	12.13	0.05	0.089	-0.049	0.086	0.44	0.677	-0.522	1.027	7.21	16.357	34.0	32.0	13504.677	12.166	12.76	25.0	50475.0	26921.695	533.367	919.843	8.24	17.232	-7.549	16.331	0.064	0.128	-0.064	0.129	0.527	0.93	-0.651	1.415	7.032	15.884	53.0	44.0	24339.6	12.146	15.916	14.0	20.0	38145.0	9887.188	259.2	421.089	4.659	9.199	-4.555	7.963	0.042	0.063	-0.043	0.067	0.359	0.52	-0.416	0.705	10.075	17.858	32.0	28.0	239121.971	115.018	211.65	7.0	29.0	1.0	8795.87	282.871	215.42	4.397	4.822	-4.302	5.043	0.044	0.052	-0.043	0.052	0.372	0.371	-0.423	0.511	3.21	11.762	11.0	24.0	0.816	283.403	58.676	255.194	2.116	9.199	-2.174	13.05	0.024	0.127	-0.023	0.093	0.191	0.876	-0.24	1.211	5.39	16.86	6.0	1.0	1.0	3.736	0.809	6.0	0.0	0.623	0.135	0.623	0.135	0.0	0.0	0.0	0.0	0.0	0.0	64.686	7.436	62.857	7.791	8.227	2.201	0.09	0.02	0.91	0.02	682.543	159.0	519.0	174.498	453.19	167.837	747.229	161.706	579.571	174.831	455.613	169.116	827.179	197.222	748.643	236.075	464.57	191.45	7.0	0.0
58	bD83eNrrWTgjMkVAdibgZNiebTe2_HS	22995.0	11112.064	483.238	927.119	11.788	25.335	-11.352	26.392	0.074	0.19	-0.077	0.197	0.64	1.235	-0.906	2.592	9.553	20.492	52.0	38.0	16839.296	14.103	20.425	25.0	35220.0	30649.695	870.236	1294.132	17.231	31.319	-16.023	27.857	0.112	0.216	-0.107	0.202	0.935	1.452	-1.273	2.561	8.906	18.677	52.0	54.0	21504.734	14.699	17.695	14.0	20.0	54570.0	9291.274	170.263	479.299	3.565	11.093	-3.644	10.084	0.036	0.074	-0.036	0.088	0.303	0.664	-0.351	0.859	9.302	15.717	23.0	32.0	7386.213	2.531	2.233	11.0	30.0	0.0	9141.26	294.689	242.822	6.115	7.167	-5.978	6.781	0.05	0.061	-0.049	0.061	0.431	0.458	-0.537	0.664	2.753	12.014	10.0	25.0	0.687	205.559	37.038	145.259	0.377	1.444	-0.648	2.707	0.005	0.023	-0.006	0.022	0.051	0.179	-0.055	0.214	2.488	9.282	1.0	1.0	1.0	3.28	0.62	6.0	0.0	0.547	0.103	0.547	0.103	0.0	0.0	0.0	0.0	0.0	0.0	88.457	7.327	87.857	6.243	13.163	6.748	0.138	0.019	0.862	0.019	567.571	119.123	538.571	125.103	290.983	102.344	656.029	124.032	636.571	125.767	291.74	105.455	707.786	136.216	670.929	135.373	291.832	124.061	7.0	0.0
59	bD83eNrrWTgjMkVAdibgZNiebTe2_LS	21960.0	10306.349	469.324	852.512	10.934	21.561	-10.469	20.018	0.068	0.126	-0.067	0.126	0.618	0.993	-0.796	1.611	10.649	21.415	53.0	38.0	19613.012	16.358	23.85	25.0	28605.0	20774.209	726.244	1007.208	12.44	22.272	-11.691	22.887	0.091	0.209	-0.094	0.194	0.791	1.405	-1.007	2.248	8.125	17.384	32.0	31.0	18570.835	12.905	16.478	14.0	16.0	51600.0	9481.733	183.755	437.609	3.88	9.753	-4.058	9.152	0.039	0.07	-0.039	0.073	0.334	0.586	-0.385	0.783	10.148	16.521	29.0	24.0	7688.789	2.886	2.407	11.0	30.0	1.0	9092.378	291.984	234.001	5.548	6.267	-5.431	6.307	0.045	0.053	-0.045	0.051	0.39	0.396	-0.476	0.583	2.942	11.425	10.0	31.0	0.752	474.855	99.55	260.566	2.344	6.753	-2.314	5.714	0.014	0.034	-0.016	0.043	0.155	0.304	-0.161	0.492	3.542	14.093	4.0	1.0	1.0	4.015	2.418	7.429	3.499	0.524	0.1	0.487	0.108	0.842	2.062	0.086	0.211	0.714	1.75	81.905	8.783	77.714	12.279	19.935	6.046	0.137	0.03	0.863	0.03	534.886	110.498	480.143	141.665	276.06	107.778	616.79	113.22	565.429	146.02	276.687	115.76	671.107	135.673	641.429	143.68	271.883	111.784	7.0	0.0
60	bOkxWNI6OfMWcjTp3WBIUkqqgiG3_HS	25050.0	8941.072	356.929	645.554	6.726	15.19	-6.353	13.269	0.045	0.103	-0.046	0.108	0.399	0.732	-0.488	1.27	8.557	19.826	40.0	40.0	15522.253	12.251	14.999	25.0	35085.0	22713.289	647.379	978.829	10.306	16.923	-9.995	17.517	0.077	0.144	-0.077	0.135	0.626	0.952	-0.818	1.605	8.046	18.835	38.0	37.0	17623.584	11.481	14.079	14.0	18.0	37890.0	6652.252	175.567	165.972	2.474	3.596	-2.507	3.589	0.03	0.04	-0.03	0.04	0.249	0.314	-0.274	0.374	6.984	16.381	26.0	25.0	6588.719	3.871	2.96	11.0	31.0	0.0	9376.146	301.242	194.882	4.281	4.917	-4.299	4.626	0.047	0.051	-0.046	0.053	0.385	0.386	-0.426	0.5	3.048	10.95	12.0	25.0	0.833	87.469	19.182	54.598	0.323	1.255	-0.341	1.513	0.004	0.018	-0.004	0.018	0.038	0.14	-0.03	0.158	1.792	6.711	0.0	0.0	1.0	3.399	0.461	6.0	0.0	0.566	0.077	0.566	0.077	0.0	0.0	0.0	0.0	0.0	0.0	66.771	6.604	65.0	7.946	11.354	4.738	0.1	0.019	0.9	0.019	612.943	93.732	615.714	105.127	298.272	78.089	679.714	92.23	686.714	107.622	302.243	75.364	713.071	138.987	690.286	130.055	288.281	96.615	7.0	0.0
61	bOkxWNI6OfMWcjTp3WBIUkqqgiG3_LS	28410.0	8850.023	311.511	545.023	5.81	11.79	-5.592	10.727	0.043	0.088	-0.042	0.085	0.368	0.644	-0.442	0.969	7.902	19.756	42.0	36.0	16115.647	11.544	13.211	25.0	32460.0	20222.937	623.011	965.556	9.829	18.076	-9.009	15.48	0.068	0.137	-0.068	0.142	0.567	1.011	-0.726	1.562	6.94	16.498	30.0	34.0	18238.51	11.89	12.531	14.0	16.0	29340.0	6031.976	205.589	219.125	2.564	4.073	-2.411	3.587	0.031	0.046	-0.031	0.048	0.256	0.362	-0.277	0.437	5.647	15.318	17.0	14.0	6453.393	4.659	3.528	11.0	31.0	1.0	8996.35	288.761	179.536	3.862	4.523	-4.039	4.491	0.046	0.052	-0.046	0.053	0.382	0.393	-0.413	0.498	2.116	11.071	9.0	22.0	0.766	270.151	87.427	206.144	1.422	3.595	-1.472	3.856	0.011	0.03	-0.011	0.029	0.086	0.22	-0.121	0.336	4.291	13.027	0.0	1.0	1.0	3.355	0.617	6.286	0.7	0.536	0.098	0.517	0.117	0.2	0.49	0.051	0.126	0.143	0.35	70.453	6.692	64.571	9.363	14.928	7.892	0.113	0.019	0.887	0.019	568.808	116.868	575.714	161.658	257.604	64.671	639.261	120.487	643.571	165.164	264.226	67.571	682.071	133.739	707.714	149.438	259.849	78.52	7.0	0.0
62	bfsn3CIDpCTbR5lzrQfHExBGRQI2_HS																																																																																																																																																															
63	bfsn3CIDpCTbR5lzrQfHExBGRQI2_LS																																																																																																																																																															
64	cgS7wdlEL3XTYUiBbXGDGCoyJWe2_HS	26130.0	9860.621	377.368	737.7	8.464	17.946	-8.023	17.733	0.051	0.115	-0.051	0.11	0.479	0.915	-0.608	1.418	8.713	22.481	50.0	47.0	17881.099	14.514	19.534	25.0	37440.0	25113.088	670.756	1036.57	11.916	26.777	-11.418	21.225	0.084	0.177	-0.086	0.206	0.744	1.333	-0.964	2.284	8.052	19.523	50.0	54.0	27557.478	16.865	17.795	14.0	18.0	55455.0	11008.344	198.509	389.952	4.264	11.02	-4.305	10.664	0.039	0.083	-0.038	0.081	0.334	0.614	-0.39	0.968	8.272	15.446	33.0	34.0	7679.082	2.932	2.7	11.0	33.0	0.0	8876.971	285.479	192.956	4.857	5.198	-4.937	5.608	0.043	0.052	-0.044	0.051	0.373	0.357	-0.445	0.551	2.501	11.837	9.0	16.0	0.853	31.998	49.609	74.525	1.457	2.18	-0.887	1.953	0.012	0.023	-0.012	0.018	0.095	0.159	-0.118	0.217	9.733	23.843	1.0	0.0	1.0	3.418	0.534	6.0	0.0	0.57	0.089	0.57	0.089	0.0	0.0	0.0	0.0	0.0	0.0	69.4	5.448	67.571	4.135	8.929	4.849	0.104	0.02	0.896	0.02	614.171	108.29	516.429	105.489	273.227	83.895	683.571	106.844	583.714	105.148	276.586	80.861	739.107	142.135	693.071	118.717	261.463	80.589	7.0	0.0
65	cgS7wdlEL3XTYUiBbXGDGCoyJWe2_LS	23685.0	9279.497	391.788	622.601	7.375	13.804	-7.043	14.044	0.053	0.108	-0.052	0.103	0.476	0.845	-0.564	1.152	8.601	18.989	43.0	39.0	16597.653	14.235	18.029	25.0	30990.0	20645.728	666.206	923.317	10.554	19.277	-9.521	16.499	0.082	0.157	-0.08	0.157	0.682	1.073	-0.821	1.754	7.304	16.447	42.0	35.0	24427.013	16.516	16.61	14.0	16.0	59550.0	11202.16	188.114	549.379	3.553	10.722	-3.677	11.392	0.034	0.076	-0.033	0.064	0.295	0.6	-0.339	0.773	7.992	16.287	32.0	29.0	9810.961	3.109	2.778	11.0	33.0	1.0	8762.933	281.812	179.911	4.781	4.708	-4.755	5.038	0.046	0.052	-0.046	0.051	0.383	0.366	-0.452	0.528	2.608	10.086	9.0	16.0	0.776	8.636	7.477	16.896	0.122	0.462	-0.238	1.008	0.001	0.003	-0.002	0.005	0.018	0.061	-0.015	0.036	0.0	0.0	0.0	0.0	1.0	3.63	0.544	6.0	0.0	0.605	0.091	0.605	0.091	0.0	0.0	0.0	0.0	0.0	0.0	71.429	6.576	67.0	7.946	10.275	3.642	0.1	0.017	0.9	0.017	654.486	106.988	586.143	160.037	270.985	66.246	725.914	108.713	655.0	164.368	274.93	66.715	792.643	138.467	771.071	153.863	247.245	73.774	7.0	0.0
66	d7Wg2P0oufeUbNTm7bh5GddYsL63_HS																																																																																																																																																															
67	d7Wg2P0oufeUbNTm7bh5GddYsL63_LS																																																																																																																																																															
68	dOXefJ4hHEfRsYTTFfn6NfATnh32_HS	26400.0	8643.841	327.418	539.792	7.195	14.386	-6.676	13.094	0.052	0.115	-0.051	0.109	0.458	0.893	-0.562	1.254	7.756	18.746	42.0	30.0	16003.551	12.226	14.461	25.0	59415.0	43856.034	738.131	1167.474	15.3	27.666	-13.605	25.958	0.096	0.205	-0.094	0.205	0.81	1.405	-1.039	2.398	8.607	19.215	80.0	74.0	15878.459	13.058	15.883	12.0	33.0	55395.0	6268.324	113.157	143.171	2.424	4.671	-2.413	4.248	0.027	0.04	-0.027	0.044	0.221	0.34	-0.262	0.429	9.561	17.175	30.0	33.0	5803.556	2.197	1.778	9.0	35.0	0.0	8790.736	282.569	174.674	4.537	4.579	-4.514	4.521	0.044	0.044	-0.042	0.044	0.377	0.357	-0.415	0.411	1.274	11.996	9.0	9.0	0.819	246.205	135.65	272.36	2.044	4.915	-2.183	4.736	0.018	0.043	-0.017	0.036	0.16	0.321	-0.165	0.387	5.043	12.415	2.0	1.0	1.0	4.246	1.22	6.286	0.7	0.668	0.14	0.65	0.125	0.248	0.607	0.037	0.092	0.143	0.35	96.371	11.866	93.0	8.036	16.429	6.957	0.122	0.019	0.877	0.019	698.735	154.687	623.571	157.474	526.236	174.213	795.106	160.806	717.286	148.977	519.128	171.026	823.94	224.107	723.429	190.154	524.843	144.973	7.0	0.0
69	dOXefJ4hHEfRsYTTFfn6NfATnh32_LS	23250.0	9111.605	391.897	635.693	8.0	16.889	-7.528	15.356	0.061	0.128	-0.058	0.133	0.513	0.862	-0.652	1.592	8.922	18.964	43.0	41.0	16566.953	13.84	20.085	25.0	55350.0	40423.778	730.33	1086.889	13.568	26.187	-12.037	22.238	0.09	0.188	-0.089	0.2	0.752	1.264	-0.971	2.291	7.838	18.165	66.0	65.0	18917.866	13.379	19.782	14.0	30.0	58905.0	6906.371	117.246	172.653	2.577	5.007	-2.56	4.99	0.028	0.049	-0.028	0.048	0.236	0.374	-0.269	0.487	10.777	18.909	30.0	37.0	11375.884	3.905	3.162	9.0	35.0	1.0	8965.781	288.335	170.111	4.111	4.484	-4.345	4.74	0.043	0.049	-0.043	0.048	0.37	0.36	-0.401	0.481	1.376	11.727	9.0	8.0	0.809	259.904	64.412	188.758	1.765	5.594	-1.773	5.88	0.019	0.058	-0.018	0.051	0.164	0.452	-0.169	0.54	5.467	19.423	6.0	5.0	1.0	3.764	1.207	6.143	0.35	0.609	0.182	0.609	0.182	0.0	0.0	0.0	0.0	0.0	0.0	98.017	13.56	100.429	16.072	16.07	8.094	0.15	0.042	0.85	0.042	609.321	159.685	548.5	180.03	465.582	229.372	690.652	168.314	613.643	214.682	459.395	218.761	710.702	259.686	670.214	332.651	440.161	260.845	7.0	0.0
